Owner,Repo,Stars,Forks,Language,URL
apache,incubator-annotator,240,43,TypeScript,https://github.com/apache/incubator-annotator
apache,incubator-annotator-website,11,8,HTML,https://github.com/apache/incubator-annotator-website
apache,incubator-argus,1,0,,https://github.com/apache/incubator-argus
apache,incubator-ariatosca,28,45,Python,https://github.com/apache/incubator-ariatosca
apache,incubator-ariatosca-website,1,5,JavaScript,https://github.com/apache/incubator-ariatosca-website
apache,incubator-atlas,95,105,Java,https://github.com/apache/incubator-atlas
apache,incubator-baremaps,545,69,Java,https://github.com/apache/incubator-baremaps
apache,incubator-baremaps-site,16,12,MDX,https://github.com/apache/incubator-baremaps-site
apache,incubator-batchee,15,17,Java,https://github.com/apache/incubator-batchee
apache,incubator-bluemarlin,2,7,Python,https://github.com/apache/incubator-bluemarlin
apache,incubator-brooklyn,142,90,Java,https://github.com/apache/incubator-brooklyn
apache,incubator-brooklyn-site,2,7,,https://github.com/apache/incubator-brooklyn-site
apache,incubator-carbondata,4,0,,https://github.com/apache/incubator-carbondata
apache,incubator-carbondata-site,1,0,,https://github.com/apache/incubator-carbondata-site
apache,incubator-crail,150,46,Java,https://github.com/apache/incubator-crail
apache,incubator-crail-website,3,6,HTML,https://github.com/apache/incubator-crail-website
apache,incubator-datalab,152,57,Python,https://github.com/apache/incubator-datalab
apache,incubator-devlake,2825,625,Go,https://github.com/apache/incubator-devlake
apache,incubator-devlake-helm-chart,44,62,Smarty,https://github.com/apache/incubator-devlake-helm-chart
apache,incubator-devlake-playground,5,3,Python,https://github.com/apache/incubator-devlake-playground
apache,incubator-devlake-terraform,4,2,Go,https://github.com/apache/incubator-devlake-terraform
apache,incubator-devlake-website,37,106,TypeScript,https://github.com/apache/incubator-devlake-website
apache,incubator-eagle,1,0,,https://github.com/apache/incubator-eagle
apache,incubator-flagon-stout,3,4,HTML,https://github.com/apache/incubator-flagon-stout
apache,incubator-flagon-tap,4,9,JavaScript,https://github.com/apache/incubator-flagon-tap
apache,incubator-flagon-user-ale,7,5,JavaScript,https://github.com/apache/incubator-flagon-user-ale
apache,incubator-flagon-userale-pyqt5,4,3,Python,https://github.com/apache/incubator-flagon-userale-pyqt5
apache,incubator-gluten,1449,582,Scala,https://github.com/apache/incubator-gluten
apache,incubator-gluten-site,3,7,Jupyter Notebook,https://github.com/apache/incubator-gluten-site
apache,incubator-graphar,302,75,C++,https://github.com/apache/incubator-graphar
apache,incubator-graphar-testing,1,9,,https://github.com/apache/incubator-graphar-testing
apache,incubator-graphar-website,0,5,MDX,https://github.com/apache/incubator-graphar-website
apache,incubator-guacamole,1,0,,https://github.com/apache/incubator-guacamole
apache,incubator-heron,3621,589,Java,https://github.com/apache/incubator-heron
apache,incubator-hivemall,314,116,Java,https://github.com/apache/incubator-hivemall
apache,incubator-hivemall-site,3,3,HTML,https://github.com/apache/incubator-hivemall-site
apache,incubator-hop-docs,4,9,Shell,https://github.com/apache/incubator-hop-docs
apache,incubator-horaedb-meta,27,16,Go,https://github.com/apache/incubator-horaedb-meta
apache,incubator-horaedb-proto,8,18,Rust,https://github.com/apache/incubator-horaedb-proto
apache,incubator-hugegraph,2812,562,Java,https://github.com/apache/incubator-hugegraph
apache,incubator-hugegraph-ai,98,60,Python,https://github.com/apache/incubator-hugegraph-ai
apache,incubator-hugegraph-commons,29,44,Java,https://github.com/apache/incubator-hugegraph-commons
apache,incubator-hugegraph-computer,51,44,Java,https://github.com/apache/incubator-hugegraph-computer
apache,incubator-hugegraph-doc,66,111,JavaScript,https://github.com/apache/incubator-hugegraph-doc
apache,incubator-hugegraph-toolchain,102,104,Java,https://github.com/apache/incubator-hugegraph-toolchain
apache,incubator-hugegraph-tools,21,29,Java,https://github.com/apache/incubator-hugegraph-tools
apache,incubator-ignite,2,0,,https://github.com/apache/incubator-ignite
apache,incubator-incubator-mynewt-pkg-bsp,1,1,C,https://github.com/apache/incubator-incubator-mynewt-pkg-bsp
apache,incubator-incubator-mynewt-pkg-pkg,1,1,C,https://github.com/apache/incubator-incubator-mynewt-pkg-pkg
apache,incubator-incubator-mynewt-pkg-sdk,1,2,C,https://github.com/apache/incubator-incubator-mynewt-pkg-sdk
apache,incubator-kie-benchmarks,7,42,Java,https://github.com/apache/incubator-kie-benchmarks
apache,incubator-kie-docs,40,182,JavaScript,https://github.com/apache/incubator-kie-docs
apache,incubator-kie-drools,6129,2571,Java,https://github.com/apache/incubator-kie-drools
apache,incubator-kie-issues,14,1,,https://github.com/apache/incubator-kie-issues
apache,incubator-kie-kogito-apps,67,155,Java,https://github.com/apache/incubator-kie-kogito-apps
apache,incubator-kie-kogito-benchmarks,1,9,Java,https://github.com/apache/incubator-kie-kogito-benchmarks
apache,incubator-kie-kogito-docs,13,59,JavaScript,https://github.com/apache/incubator-kie-kogito-docs
apache,incubator-kie-kogito-examples,277,435,Python,https://github.com/apache/incubator-kie-kogito-examples
apache,incubator-kie-kogito-images,25,84,Shell,https://github.com/apache/incubator-kie-kogito-images
apache,incubator-kie-kogito-online,9,15,,https://github.com/apache/incubator-kie-kogito-online
apache,incubator-kie-kogito-online-staging,3,4,CSS,https://github.com/apache/incubator-kie-kogito-online-staging
apache,incubator-kie-kogito-operator,44,80,Go,https://github.com/apache/incubator-kie-kogito-operator
apache,incubator-kie-kogito-pipelines,14,50,Groovy,https://github.com/apache/incubator-kie-kogito-pipelines
apache,incubator-kie-kogito-runtimes,580,246,Java,https://github.com/apache/incubator-kie-kogito-runtimes
apache,incubator-kie-kogito-serverless-operator,18,44,Go,https://github.com/apache/incubator-kie-kogito-serverless-operator
apache,incubator-kie-kogito-website,3,30,HTML,https://github.com/apache/incubator-kie-kogito-website
apache,incubator-kie-optaplanner,3415,960,Java,https://github.com/apache/incubator-kie-optaplanner
apache,incubator-kie-optaplanner-quickstarts,328,159,Java,https://github.com/apache/incubator-kie-optaplanner-quickstarts
apache,incubator-kie-sandbox-quarkus-accelerator,5,10,,https://github.com/apache/incubator-kie-sandbox-quarkus-accelerator
apache,incubator-kie-tools,276,229,Java,https://github.com/apache/incubator-kie-tools
apache,incubator-kie-website,1,8,TypeScript,https://github.com/apache/incubator-kie-website
apache,incubator-knox,4,3,Java,https://github.com/apache/incubator-knox
apache,incubator-lens,1,0,,https://github.com/apache/incubator-lens
apache,incubator-liminal,144,41,Python,https://github.com/apache/incubator-liminal
apache,incubator-liminal-site,3,4,HTML,https://github.com/apache/incubator-liminal-site
apache,incubator-livy,928,615,Scala,https://github.com/apache/incubator-livy
apache,incubator-livy-website,13,16,HTML,https://github.com/apache/incubator-livy-website
apache,incubator-marvin,100,34,Jupyter Notebook,https://github.com/apache/incubator-marvin
apache,incubator-marvin-website,4,8,HTML,https://github.com/apache/incubator-marvin-website
apache,incubator-milagro,43,13,HTML,https://github.com/apache/incubator-milagro
apache,incubator-milagro-crypto,63,21,C,https://github.com/apache/incubator-milagro-crypto
apache,incubator-milagro-crypto-c,36,15,C,https://github.com/apache/incubator-milagro-crypto-c
apache,incubator-milagro-crypto-js,19,10,JavaScript,https://github.com/apache/incubator-milagro-crypto-js
apache,incubator-milagro-crypto-rust,31,19,Rust,https://github.com/apache/incubator-milagro-crypto-rust
apache,incubator-milagro-dta,11,8,Go,https://github.com/apache/incubator-milagro-dta
apache,incubator-milagro-java,2,7,Java,https://github.com/apache/incubator-milagro-java
apache,incubator-milagro-mfa-js-client,2,3,JavaScript,https://github.com/apache/incubator-milagro-mfa-js-client
apache,incubator-milagro-mfa-js-lib,5,3,JavaScript,https://github.com/apache/incubator-milagro-mfa-js-lib
apache,incubator-milagro-mfa-sdk-android,2,6,C++,https://github.com/apache/incubator-milagro-mfa-sdk-android
apache,incubator-milagro-mfa-sdk-core,1,3,C++,https://github.com/apache/incubator-milagro-mfa-sdk-core
apache,incubator-milagro-mfa-sdk-ios,3,4,Objective-C++,https://github.com/apache/incubator-milagro-mfa-sdk-ios
apache,incubator-milagro-mfa-sdk-wp,1,3,C#,https://github.com/apache/incubator-milagro-mfa-sdk-wp
apache,incubator-milagro-mfa-server,17,9,C++,https://github.com/apache/incubator-milagro-mfa-server
apache,incubator-milagro-mpc,22,11,C,https://github.com/apache/incubator-milagro-mpc
apache,incubator-milagro-tls,10,2,C,https://github.com/apache/incubator-milagro-tls
apache,incubator-mnemonic,1,0,,https://github.com/apache/incubator-mnemonic
apache,incubator-mynewt-documentation,1,0,,https://github.com/apache/incubator-mynewt-documentation
apache,incubator-myriad,153,68,Java,https://github.com/apache/incubator-myriad
apache,incubator-nemo,112,64,Java,https://github.com/apache/incubator-nemo
apache,incubator-nemo-website,5,5,HTML,https://github.com/apache/incubator-nemo-website
apache,incubator-nlpcraft,83,25,Scala,https://github.com/apache/incubator-nlpcraft
apache,incubator-nlpcraft-java-client,8,5,Java,https://github.com/apache/incubator-nlpcraft-java-client
apache,incubator-nlpcraft-ui,5,4,TypeScript,https://github.com/apache/incubator-nlpcraft-ui
apache,incubator-nlpcraft-website,3,2,HTML,https://github.com/apache/incubator-nlpcraft-website
apache,incubator-odftoolkit-site,1,2,HTML,https://github.com/apache/incubator-odftoolkit-site
apache,incubator-olingo-odata3-js,1,0,,https://github.com/apache/incubator-olingo-odata3-js
apache,incubator-optiq-csv,2,6,Java,https://github.com/apache/incubator-optiq-csv
apache,incubator-optiq-linq4j,4,8,Java,https://github.com/apache/incubator-optiq-linq4j
apache,incubator-pagespeed-cpanel,146,50,Perl,https://github.com/apache/incubator-pagespeed-cpanel
apache,incubator-pagespeed-debian,2,5,C++,https://github.com/apache/incubator-pagespeed-debian
apache,incubator-pagespeed-drp,2,7,Python,https://github.com/apache/incubator-pagespeed-drp
apache,incubator-pagespeed-icu,1,4,C++,https://github.com/apache/incubator-pagespeed-icu
apache,incubator-pagespeed-mod,698,158,C++,https://github.com/apache/incubator-pagespeed-mod
apache,incubator-pagespeed-ngx,4356,361,C++,https://github.com/apache/incubator-pagespeed-ngx
apache,incubator-pagespeed-optipng,3,5,C,https://github.com/apache/incubator-pagespeed-optipng
apache,incubator-pagespeed-website,1,4,,https://github.com/apache/incubator-pagespeed-website
apache,incubator-pagespeed-zlib,1,5,C,https://github.com/apache/incubator-pagespeed-zlib
apache,incubator-parquet-cpp,1,0,,https://github.com/apache/incubator-parquet-cpp
apache,incubator-parquet-format,1,0,,https://github.com/apache/incubator-parquet-format
apache,incubator-parquet-mr,1,0,,https://github.com/apache/incubator-parquet-mr
apache,incubator-pegasus,2027,315,C++,https://github.com/apache/incubator-pegasus
apache,incubator-pegasus-website,5,17,HTML,https://github.com/apache/incubator-pegasus-website
apache,incubator-ponymail,82,31,JavaScript,https://github.com/apache/incubator-ponymail
apache,incubator-ponymail-foal,38,18,Python,https://github.com/apache/incubator-ponymail-foal
apache,incubator-ponymail-site,12,8,HTML,https://github.com/apache/incubator-ponymail-site
apache,incubator-ponymail-unit-tests,0,2,Python,https://github.com/apache/incubator-ponymail-unit-tests
apache,incubator-resilientdb,151,230,TypeScript,https://github.com/apache/incubator-resilientdb
apache,incubator-resilientdb-ansible,1,1,Jinja,https://github.com/apache/incubator-resilientdb-ansible
apache,incubator-resilientdb-blog,4,35,SCSS,https://github.com/apache/incubator-resilientdb-blog
apache,incubator-resilientdb-cdn,0,0,JavaScript,https://github.com/apache/incubator-resilientdb-cdn
apache,incubator-resilientdb-create-resilient-app,2,0,Vue,https://github.com/apache/incubator-resilientdb-create-resilient-app
apache,incubator-resilientdb-explorer,3,0,Vue,https://github.com/apache/incubator-resilientdb-explorer
apache,incubator-resilientdb-graphql,2,5,Python,https://github.com/apache/incubator-resilientdb-graphql
apache,incubator-resilientdb-orbit,0,0,Svelte,https://github.com/apache/incubator-resilientdb-orbit
apache,incubator-resilientdb-python-sdk,6,6,Python,https://github.com/apache/incubator-resilientdb-python-sdk
apache,incubator-resilientdb-ResCLI,3,0,Ruby,https://github.com/apache/incubator-resilientdb-ResCLI
apache,incubator-resilientdb-ResContract,2,1,JavaScript,https://github.com/apache/incubator-resilientdb-ResContract
apache,incubator-resilientdb-ResDB-ORM,2,0,Python,https://github.com/apache/incubator-resilientdb-ResDB-ORM
apache,incubator-resilientdb-resilient-contract-kit,0,0,TypeScript,https://github.com/apache/incubator-resilientdb-resilient-contract-kit
apache,incubator-resilientdb-resilient-node-cache,2,0,TypeScript,https://github.com/apache/incubator-resilientdb-resilient-node-cache
apache,incubator-resilientdb-resilient-python-cache,2,1,Python,https://github.com/apache/incubator-resilientdb-resilient-python-cache
apache,incubator-resilientdb-ResLens,2,1,TypeScript,https://github.com/apache/incubator-resilientdb-ResLens
apache,incubator-resilientdb-ResLens-Middleware,0,1,JavaScript,https://github.com/apache/incubator-resilientdb-ResLens-Middleware
apache,incubator-resilientdb-resvault,4,6,JavaScript,https://github.com/apache/incubator-resilientdb-resvault
apache,incubator-resilientdb-resvault-sdk,2,0,TypeScript,https://github.com/apache/incubator-resilientdb-resvault-sdk
apache,incubator-resilientdb-rust_sdk,2,1,Rust,https://github.com/apache/incubator-resilientdb-rust_sdk
apache,incubator-resilientdb-site,6,6,TypeScript,https://github.com/apache/incubator-resilientdb-site
apache,incubator-resilientdb-smart-contracts-graphql,1,2,JavaScript,https://github.com/apache/incubator-resilientdb-smart-contracts-graphql
apache,incubator-retired-amaterasu,56,24,Kotlin,https://github.com/apache/incubator-retired-amaterasu
apache,incubator-retired-amaterasu-site,0,1,CSS,https://github.com/apache/incubator-retired-amaterasu-site
apache,incubator-retired-blur,33,31,Java,https://github.com/apache/incubator-retired-blur
apache,incubator-retired-cmda,1,3,JavaScript,https://github.com/apache/incubator-retired-cmda
apache,incubator-retired-concerted,11,5,C++,https://github.com/apache/incubator-retired-concerted
apache,incubator-retired-corinthia,16,5,HTML,https://github.com/apache/incubator-retired-corinthia
apache,incubator-retired-cotton,91,22,Python,https://github.com/apache/incubator-retired-cotton
apache,incubator-retired-edgent,218,135,Java,https://github.com/apache/incubator-retired-edgent
apache,incubator-retired-edgent-samples,15,10,Java,https://github.com/apache/incubator-retired-edgent-samples
apache,incubator-retired-edgent-website,6,20,HTML,https://github.com/apache/incubator-retired-edgent-website
apache,incubator-retired-gearpump,295,91,Scala,https://github.com/apache/incubator-retired-gearpump
